Log#,Incident Date & Time,District of Occurrence,COPA Notification Date,Transparency Release Date,Closed Date,FSR/Memo Posted Date,case_url,pdf_available,pdf_url
2019-0000166,01/17/2019 6:50 pm,08,02/21/2019,,03/24/2023,06/29/2023,https://www.chicagocopa.org/case/2019-0000166/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2019-0000166_FSR.pdf
2018-1090895,09/03/2018 12:55 pm,03,09/03/2018,,06/21/2022,06/29/2023,https://www.chicagocopa.org/case/2018-1090895/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2018-1090895_FSR.pdf
2017-1087778,12/10/2017 11:30 am,22,12/10/2017,,08/10/2018,06/29/2023,https://www.chicagocopa.org/case/2017-1087778/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2017-1087778_FSR.pdf
2018-1088795,03/15/2018 3:52 pm,12,03/15/2018,,08/14/2018,06/29/2023,https://www.chicagocopa.org/case/2018-1088795/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2018-1088795_FSR.pdf
2017-1087307,10/26/2017 9:26 pm,04,10/30/2017,,07/31/2018,06/29/2023,https://www.chicagocopa.org/case/2017-1087307/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2017-1087307_FSR.pdf
2021-0000702,02/24/2021 2:45 pm,07,02/25/2021,,01/30/2023,06/22/2023,https://www.chicagocopa.org/case/2021-0000702/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2021-0000702_FSR.pdf
2023-0001283,03/26/2023 9:50 pm,25,03/26/2023,,04/27/2023,06/22/2023,https://www.chicagocopa.org/case/2023-0001283/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2023-0001283_FSR.pdf
2019-0001850,05/27/2019 11:14 am,05,05/28/2019,,04/12/2023,06/22/2023,https://www.chicagocopa.org/case/2019-0001850/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2019-0001850_FSR.pdf
2021-0002353,07/17/2020 8:10 pm,01,06/02/2021,,05/01/2023,06/15/2023,https://www.chicagocopa.org/case/2021-0002353/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2021-0002353_FSR.pdf
2020-0000441,01/26/2020 12:48 am,14,01/26/2020,,05/01/2023,06/15/2023,https://www.chicagocopa.org/case/2020-0000441/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2020-0000441_FSR.pdf
2020-0000197,01/11/2020 1:19 am,07,01/13/2020,,05/01/2023,06/15/2023,https://www.chicagocopa.org/case/2020-0000197/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2020-0000197_FSR.pdf
2019-0002319,06/23/2019 5:37 pm,06,06/28/2019,,05/01/2023,06/15/2023,https://www.chicagocopa.org/case/2019-0002319/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2019-0002319_FSR.pdf
2020-0001094,03/07/2020 12:09 pm,08,03/07/2020,,02/28/2023,06/15/2023,https://www.chicagocopa.org/case/2020-0001094/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2020-0001094_FSR.pdf
2018-1089249,04/24/2018 11:55 pm,19,04/26/2018,,12/14/2022,06/15/2023,https://www.chicagocopa.org/case/2018-1089249/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/1089249-FSR.pdf
2018-1088836,03/20/2018 5:10 pm,7,03/21/2018,,01/31/2019,06/15/2023,https://www.chicagocopa.org/case/2018-1088836/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2018-1088836-FSR.pdf
2018-1089331,05/01/2018 8:40 pm,22,05/03/2018,,07/31/2018,06/15/2023,https://www.chicagocopa.org/case/2018-1089331/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2018-1089331_FSR.pdf
2015-1077421,09/25/2015 6:00 pm,8,10/03/2015,,08/08/2018,06/15/2023,https://www.chicagocopa.org/case/2015-1077421/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2015-1077421_FSR.pdf
2016-1079579,07/24/2015 6:45 pm,15,03/09/2016,,08/14/2018,06/15/2023,https://www.chicagocopa.org/case/2016-1079579/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2016-1079579-FSR.pdf
2017-1086884,08/25/2017 7:41 pm,10,09/18/2017,,08/10/2018,06/15/2023,https://www.chicagocopa.org/case/2017-1086884/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/06/2017-1086884-FSR.pdf
2019-0003901,09/26/2019 4:40 pm,18,09/30/2019,,01/28/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0003901/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019-3901-SRI-vFINAL-REDACTED.pdf
2019-0004122,10/10/2020 11:08 pm,5,10/12/2020,,04/10/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0004122/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-SRI-2019-4122.pdf
2019-0003840,02/05/2019 10:20 pm,24,09/24/2019,,04/29/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0003840/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-3840-SRI-LD-REDACTED.pdf
2019-0004137,10/05/2019 10:43 pm,6,10/15/2019,,03/30/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0004137/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-2019-0004137.pdf
2019-0003763,09/15/2019 9:58 pm,18,09/18/2019,,08/31/2020,11/20/2020,https://www.chicagocopa.org/case/2019-0003763/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/2019-3763-SRI-8-21-20-002REDACTED.pdf
2019-0004282,10/22/2019 11:10 am,7,10/22/2019,,02/26/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0004282/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/Final-Redaction-SRI-2019-4282.pdf
2019-0003736,09/16/2019 5:55 pm,4,09/16/2019,,01/13/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0003736/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/Modified-SRI-2019-3736-redacted.pdf
2019-0005243,11/23/2019 9:57 pm,4,12/26/2019,,01/28/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0005243/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019-5243-SRI-vFINAL_REDACTED.pdf
2019-0003622,09/07/2019 2:34 pm,6,09/10/2019,,03/30/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0003622/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-2019-0003622.pdf
2019-0003590,09/01/2019 11:54 pm,7,09/19/2019,,02/25/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0003590/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-3590-redacted-by-TP.pdf
2019-0003581,08/31/2019 12:05 pm,18,09/05/2019,,04/29/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0003581/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-3581-SRI-REDACTED.pdf
2020-0000171,05/18/2019 12:55 pm,14,01/10/2020,,06/26/2020,10/07/2020,https://www.chicagocopa.org/case/2020-0000171/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/10/Modified-SRI-2020-171-REDACTED.pdf
2019-0003561,08/31/2019 12:47 am,6,09/03/2019,,01/31/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0003561/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/Final-Redaction-2019-3561.pdf
2020-0001611,03/03/2020 8:00 pm,17,04/21/2020,,08/14/2020,11/17/2020,https://www.chicagocopa.org/case/2020-0001611/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/2020-1611-SRI-vFINAL-REDACTED.pdf
2019-0003457,08/26/2019 8:10 pm,25,08/27/2019,,07/13/2020,10/07/2020,https://www.chicagocopa.org/case/2019-0003457/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/10/2019-0003457-SRI-vFINAL.pdf-REDACTED.pdf
2019-0003180,08/10/2019 4:45 pm,4,08/12/2019,,03/16/2020,06/24/2020,https://www.chicagocopa.org/case/2019-0003180/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/SRI-2019-3180_REDACTED.pdf
2019-0003037,07/22/2019 10:30 pm,6,08/14/2019,,01/31/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0003037/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/Final-Redaction-2019-3037.pdf
2019-0002820,06/22/2019 7:26 pm,18,08/01/2019,,03/29/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0002820/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-2820-SRI-vFINAL_REDACTED.pdf
2019-0002324,06/17/2019 8:13 pm,12,06/24/2019,,04/29/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0002324/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Log-2019-2324-SRI-REDACTED.pdf
2019-0002226,06/14/2019 4:31 pm,25,08/12/2019,,02/21/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0002226/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/Final-Redaction-2019-2226.pdf
2019-00001963,06/01/2019 7:38 pm,15,06/04/2019,,04/29/2020,07/08/2020,https://www.chicagocopa.org/case/2019-00001963/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-1963-REDACTED.pdf
2019-0001649,05/12/2019 4:55 pm,10,05/15/2019,,04/15/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0001649/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-1649-redacted-by-TP.pdf
2019-0000894,04/20/2019 3:26 pm,5,04/21/2019,,04/07/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0000894/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-0000894-redacted-by-TP.pdf
2019-0000889,04/20/2019 8:22 pm,7,04/22/2019,,09/18/2020,12/10/2020,https://www.chicagocopa.org/case/2019-0000889/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/12/2019.889.-SRI-REDACTED.pdf
2020-0002952,06/27/2020 11:30 am,19,06/29/2020,,05/28/2021,01/18/2022,https://www.chicagocopa.org/case/2020-0002952/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/2020-2952_Blackbox.pdf
2019-0000834,12/14/2018 4:00 pm,3,04/16/2019,,01/29/2020,06/10/2020,https://www.chicagocopa.org/case/2019-0000834/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019-834-SRI-vFINAL-1-_REDACTED.pdf
2019-0000604,03/28/2019 6:00 am,5,04/01/2019,,03/26/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0000604/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/SRI-for-2019-604_REDACTED_4-17-20.pdf
2020-0001933,01/27/2016 12:00 pm,11,05/21/2020,,05/28/2021,09/14/2021,https://www.chicagocopa.org/case/2020-0001933/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/09/2020-1933_Blackbox.pdf
2019-0000549,03/25/2019 6:20 pm,3,03/26/2019,,03/30/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0000549/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-2019-549.pdf
2019-0000516,03/22/2019 11:20 am,9,03/22/2019,,04/07/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0000516/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-516-redacted-by-TP.pdf
2019-0000497,03/15/2019 8:30 pm,2,03/21/2019,,02/24/2020,06/12/2020,https://www.chicagocopa.org/case/2019-0000497/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019-497-redacted-by-TP.pdf
2019-0000285,03/04/2019 12:50 pm,1,03/04/2019,,02/25/2020,06/11/2020,https://www.chicagocopa.org/case/2019-0000285/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019.285-redacted-by-TP.pdf
2019-0000250,02/27/2019 9:41 pm,25,02/27/2019,,08/31/2020,11/20/2020,https://www.chicagocopa.org/case/2019-0000250/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/2019.250-SRI-8-13-20-003-002.-REDACTED.pdf
2019-0000174,02/21/2019 7:00 pm,19,02/22/2019,,08/14/2020,11/17/2020,https://www.chicagocopa.org/case/2019-0000174/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/2019-174_.pdfSRI-REDACTED.pdf
2019-0000133,10/31/2018 2:30 pm,6,02/20/2019,,03/24/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0000133/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-2019-133.pdf
2019-0000117,02/13/2019 4:00 pm,22,02/19/2019,,04/29/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0000117/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-117-SRI-REDACTED.pdf
2019-0000114,02/19/2019 11:04 am,11,02/19/2019,,02/26/2020,07/06/2020,https://www.chicagocopa.org/case/2019-0000114/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-19-0000114.pdf
2019-0000067,02/14/2019 1:00 pm,7,02/15/2019,,04/28/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0000067/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-67-SRI-REDACTED.pdf
2019-0000014,02/11/2019 4:15 pm,9,02/11/2019,,01/27/2020,06/10/2020,https://www.chicagocopa.org/case/2019-0000014/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019-0000014-redacted.pdf
2019-1092647,10/10/2017 12:52 pm,22,02/08/2019,,07/29/2019,10/31/2019,https://www.chicagocopa.org/case/2019-1092647/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/Final-Redaction-1092647.pdf
2019-1092585,09/22/2018 7:21 pm,3,02/04/2019,,03/30/2020,07/06/2020,https://www.chicagocopa.org/case/2019-1092585/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-1092585.pdf
2019-1092559,01/31/2019 2:47 pm,11,02/01/2019,,07/26/2019,01/09/2020,https://www.chicagocopa.org/case/2019-1092559/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/01/Final-Redaction-SRI-1092559.pdf
2019-1092541,12/23/2019 8:00 am,22,01/31/2019,,06/28/2019,08/07/2019,https://www.chicagocopa.org/case/2019-1092541/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/Log-1092541-Final-Redacted-by-DV-07.10.2019-II.pdf
2019-1092510,01/27/2019 7:30 pm,6,01/29/2019,,07/31/2019,10/31/2019,https://www.chicagocopa.org/case/2019-1092510/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/Final-Redaction-1092510.pdf
2019-1092488,01/26/2019 7:00 pm,11,01/28/2019,,08/30/2019,10/15/2019,https://www.chicagocopa.org/case/2019-1092488/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/1092488-Final-Redacted-by-DV-II.pdf
2019-1092440,01/21/2019 7:57 pm,22,01/23/2019,,10/29/2019,12/19/2019,https://www.chicagocopa.org/case/2019-1092440/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/12/redacted-1092440-SRI-VFINAL-AK.pdf
2019-1092438,01/22/2019 11:07 am,2,01/23/2019,,07/31/2019,01/09/2020,https://www.chicagocopa.org/case/2019-1092438/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/01/SRI-1092438-Final-REDACTED.pdf
2019-1092400,02/03/2016 3:15 pm,20,01/18/2019,,07/29/2019,10/29/2019,https://www.chicagocopa.org/case/2019-1092400/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/1092400-redacted-by-TP.pdf
2019-1092258,01/04/2019 9:20 pm,5,01/08/2019,,03/29/2019,07/11/2019,https://www.chicagocopa.org/case/2019-1092258/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/07/Final-SRI-1092258-Redacted-by-DV-I.pdf
2019-0004025,10/03/2019 2:51 am,5,10/03/2019,,08/31/2020,11/20/2020,https://www.chicagocopa.org/case/2019-0004025/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/SRI-2019-4025-REDACTED.pdf
2019-0002316,06/20/2019 11:45 pm,7,06/23/2019,,09/01/2020,11/20/2020,https://www.chicagocopa.org/case/2019-0002316/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/2019-2316-REDACTED.pdf
2019-0000037,08/18/2018 6:30 pm,1,02/28/2019,,09/21/2020,12/10/2020,https://www.chicagocopa.org/case/2019-0000037/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/12/SRI-2019-0037-REDACTED.pdf
2019-0003440,03/17/2019 2:24 am,16,08/28/2019,,09/29/2020,12/10/2020,https://www.chicagocopa.org/case/2019-0003440/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/12/93-2019-3440_SRIs-REDACTED.pdf
2019-0002664,07/15/2017 10:32 am,22,07/15/2019,,09/30/2020,12/10/2020,https://www.chicagocopa.org/case/2019-0002664/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/12/49-2019-2664_SRI-REDACTED.pdf
2020-0001570,04/14/2020 5:15 pm,24,04/15/2020,,09/30/2020,12/10/2020,https://www.chicagocopa.org/case/2020-0001570/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/09/2020-0001570-REDACTED.fin_.pdf
2019-0002452,06/16/2019 7:57 pm,14,07/02/2019,,10/05/2020,01/27/2021,https://www.chicagocopa.org/case/2019-0002452/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/SRI2019-2452_REDACTED.pdf
2019-0000587,04/14/2017 3:55 pm,16,03/29/2019,,10/07/2020,01/26/2021,https://www.chicagocopa.org/case/2019-0000587/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/2019-0587-SRIs-vFinal-JMA-REDACTED.pdf
2019-0000447,05/01/2018 11:27 pm,7,03/18/2019,,10/13/2020,01/27/2021,https://www.chicagocopa.org/case/2019-0000447/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/Redact-2019-0000447-SRI-v-Final-JMA-REDACTED.pdf
2019-0000314,03/06/2019 7:58 am,6,03/06/2019,,10/15/2020,01/27/2021,https://www.chicagocopa.org/case/2019-0000314/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/SRI2019-0314-REDACTED.pdf
2020-0000356,01/14/2020 5:10 am,1,01/23/2020,,10/20/2020,01/27/2021,https://www.chicagocopa.org/case/2020-0000356/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/SRI2020-0356-REDACTED.pdf
2019-0001610,05/04/2019 11:00 pm,6,05/10/2019,,10/20/2020,01/27/2021,https://www.chicagocopa.org/case/2019-0001610/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/SRI2019-1610_REDACTED.pdf
2020-0001241,03/14/2020 10:05 pm,25,03/16/2020,,10/27/2020,01/27/2021,https://www.chicagocopa.org/case/2020-0001241/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/Redact-2020-1241-SRI-vFinal-JMA-REDACTED.pdf
2020-0000019,11/26/2019 3:36 pm,6,01/02/2020,,10/28/2020,01/27/2021,https://www.chicagocopa.org/case/2020-0000019/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/Redact-2020-0019-REDACTED.pdf
2019-0003694,09/12/2019 10:40 am,11,09/12/2019,,12/01/2020,03/23/2021,https://www.chicagocopa.org/case/2019-0003694/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/03/SRI-2019-3694-REDACTED.pdf
2019-0004715,11/17/2019 10:30 am,15,11/19/2019,,12/17/2020,03/23/2021,https://www.chicagocopa.org/case/2019-0004715/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/03/SRI-2019-4715-REDACTED.pdf
2019-1092243,12/29/2018 3:40 pm,25,01/07/2019,,05/24/2019,07/11/2019,https://www.chicagocopa.org/case/2019-1092243/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/07/Approved-SRI-1092243_REDACTED.pdf
2019-1092196,01/02/2019 7:40 pm,22,01/03/2019,,10/04/2020,01/26/2021,https://www.chicagocopa.org/case/2019-1092196/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/1092196-SRI-vFinal-JMA-REDACTED.pdf
2018-1092052,12/18/2018 10:24 pm,8,12/20/2018,,08/30/2019,10/15/2019,https://www.chicagocopa.org/case/2018-1092052/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/Final-Redaction-1092052.pdf
2018-1091974,07/14/2018 12:30 am,20,12/13/2018,,06/28/2019,08/06/2019,https://www.chicagocopa.org/case/2018-1091974/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/Final-Redaction-1091974.pdf
2018-1091966,12/11/2018 4:10 pm,11,12/12/2018,,07/09/2019,01/09/2020,https://www.chicagocopa.org/case/2018-1091966/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/01/1091966-final-REDACTED.pdf
2018-1091924,11/26/2018 10:00 pm,5,12/07/2018,,08/31/2020,11/17/2020,https://www.chicagocopa.org/case/2018-1091924/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/1091924-SRI-FINAL-REDACTED.pdf
2018-1091694,07/02/2018 11:51 pm,18,11/13/2018,,07/31/2019,01/09/2020,https://www.chicagocopa.org/case/2018-1091694/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/01/Final-Redaction-SRI-1091694.pdf
2018-1091635,11/03/2018 5:43 pm,8,11/06/2018,,01/07/2020,03/23/2020,https://www.chicagocopa.org/case/2018-1091635/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/SRI-1091635-redacted.pdf
2018-1091516,10/24/2018 6:30 pm,7,10/25/2018,,08/19/2020,11/17/2020,https://www.chicagocopa.org/case/2018-1091516/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/11/1091516.pdfSRI-REDACTED.pdf
2018-1091466,10/20/2018 4:35 am,7,10/22/2018,,10/07/2020,01/26/2021,https://www.chicagocopa.org/case/2018-1091466/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/1091466-SRI-vFinal-JMA-REDACTED.pdf
2018-1091382,10/13/2018 3:30 pm,10,10/15/2018,,05/31/2019,07/11/2019,https://www.chicagocopa.org/case/2018-1091382/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/1091382-redacted-by-TP.pdf
2018-1091378,10/11/2018 10:46 am,17,10/15/2018,,06/28/2019,08/07/2019,https://www.chicagocopa.org/case/2018-1091378/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/SRI_1091378-final-AK-Redacted-by-DV-I.pdf
2018-1091365,10/12/2018 8:15 pm,6,10/13/2018,,10/29/2019,01/08/2021,https://www.chicagocopa.org/case/2018-1091365/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/Redact-1091365-SRI-210398.pdf
2018-1091313,09/30/2018 10:00 am,2,10/09/2018,,03/13/2020,07/06/2020,https://www.chicagocopa.org/case/2018-1091313/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Final-Redaction-1091313.pdf
2018-1091302,10/06/2018 9:27 am,7,10/09/2018,,03/26/2019,04/16/2019,https://www.chicagocopa.org/case/2018-1091302/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/04/Final-Redaction-Log-1091302-Final.pdf
2018-1091298,10/07/2018 5:00 pm,3,10/09/2018,,06/27/2019,08/07/2019,https://www.chicagocopa.org/case/2018-1091298/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/Final-SRI-1091298-Redacted-by-DV-07.10.2019-.pdf
2018-1091297,09/18/2018 7:00 pm,6,10/09/2018,,03/21/2019,07/11/2019,https://www.chicagocopa.org/case/2018-1091297/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/07/1091297-redacted-by-TP.pdf
2018-1091285,09/10/2018 4:40 pm,4,10/05/2018,,03/26/2019,07/11/2019,https://www.chicagocopa.org/case/2018-1091285/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/07/Final-Redaction-Final-SRI.1091285.pdf
2018-1091244,09/30/2018 2:00 pm,20,10/02/2018,,05/31/2019,07/11/2019,https://www.chicagocopa.org/case/2018-1091244/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/07/1091244-redacted-by-TP.pdf
2018-1091179,09/25/2018 11:20 pm,25,09/26/2018,,06/27/2019,08/06/2019,https://www.chicagocopa.org/case/2018-1091179/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/Final-Redaction-Log-1091179.pdf
2018-1091172,09/26/2018 2:00 am,6,09/26/2018,,07/23/2019,10/29/2019,https://www.chicagocopa.org/case/2018-1091172/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/1091172-Final-Redacted-by-DV-.pdf
2018-1091136,04/14/2014 6:10 am,14,09/21/2018,,04/13/2020,07/08/2020,https://www.chicagocopa.org/case/2018-1091136/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/Log-1091136v1-REDACTED.pdf
2018-1091104,09/19/2018 7:45 pm,10,09/19/2018,,05/31/2019,10/07/2019,https://www.chicagocopa.org/case/2018-1091104/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/05/Final-Redaction-1091104.pdf
2018-1091087,08/13/2018 3:15 pm,11,09/19/2018,,02/20/2020,06/11/2020,https://www.chicagocopa.org/case/2018-1091087/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/L1091087_GARDNER_SRIfinal-redacted.pdf
2018-1091076,09/14/2018 9:40 pm,2,09/18/2018,,07/31/2019,10/31/2019,https://www.chicagocopa.org/case/2018-1091076/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/10/Final-Redaction-SRI-1091076.pdf
2018-1091049,09/14/2018 10:30 am,11,09/14/2018,,06/20/2019,08/07/2019,https://www.chicagocopa.org/case/2018-1091049/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/Final-SRI-1091049-Redacted-by-DVII.pdf
2018-1091040,09/11/2018 7:00 am,5,09/13/2018,,04/30/2019,08/29/2019,https://www.chicagocopa.org/case/2018-1091040/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/1091040-Final_Redacted.pdf
2018-1091016,06/26/2018 1:00 pm,9,09/12/2018,,06/27/2019,08/06/2019,https://www.chicagocopa.org/case/2018-1091016/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/08/1091016-redacted-by-TP.pdf
2018-1090825,08/24/2018 7:30 pm,7,08/28/2018,,10/29/2020,01/27/2021,https://www.chicagocopa.org/case/2018-1090825/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/1090825-REDACTED.pdf
2018-1091792,10/17/2018 12:21 pm,2,11/21/2018,,12/29/2020,04/09/2021,https://www.chicagocopa.org/case/2018-1091792/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/SRI-1091792-REDACTED.pdf
2019-0000149,02/19/2019 10:07 pm,11,02/20/2019,,12/29/2020,03/23/2021,https://www.chicagocopa.org/case/2019-0000149/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/03/2019-149-REDACTED.pdf
2019-1091900,12/01/2018 7:45 am,5,12/05/2018,,12/30/2020,04/09/2021,https://www.chicagocopa.org/case/2019-1091900/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/SRI-1091900-REDACTED.pdf
2018-1090744,08/22/2018 10:05 am,10,08/23/2018,,04/30/2020,07/08/2020,https://www.chicagocopa.org/case/2018-1090744/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/1090744_file-REDACTED.pdf
2018-1090708,08/20/2018 12:00 pm,16,08/21/2018,,03/21/2019,07/11/2019,https://www.chicagocopa.org/case/2018-1090708/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/07/1090708-Final-Redacted-by-DV.pdf
